nome,cpf,idade,data,estado,endereco
Antônio Santos,198.572.630-03,85,1938-09-14,PERNAMBUCO,"morro da rocha, 84
tirol
24197526 moura / mt"
Dr. Lucca Pinto,526.938.714-09,21,2002-10-26,MATO GROSSO DO SUL,"estrada sabrina freitas, 40
acaba mundo
89103366 campos da prata / df"
Emilly Vieira,924.508.631-33,71,1952-11-01,MATO GROSSO,"recanto miguel moraes, 45
penha
68905986 novaes / rs"
Dr. Gabriel Da Mata,701.684.923-69,59,1965-02-28,ACRE,"feira de farias, 28
horto
10092-770 fogaça de ribeiro / rs"
Emanuella Azevedo,406.759.813-01,69,1954-11-23,BAHIA,"sítio moura, 50
ápia
72380-665 melo da prata / go"
Ana Julia Rocha,618.542.930-60,47,1976-08-18,TOCANTINS,"trevo davi lucca da cruz, 72
boa união 1ª seção
10620881 da costa de goiás / pi"
Milena Castro,482.675.391-82,60,1964-02-06,PERNAMBUCO,"chácara da mota, 218
conjunto floramar
77257-467 freitas da praia / rj"
Lavínia Peixoto,204.378.591-50,72,1951-11-08,DISTRITO FEDERAL,"feira martins, 78
estrela do oriente
98698651 souza da prata / rn"
Enzo Gabriel Gomes,893.267.104-40,28,1995-12-20,DISTRITO FEDERAL,"setor luiz henrique monteiro, 4
madri
31999823 nascimento / mg"
Laura Fogaça,196.027.534-80,34,1989-12-12,ALAGOAS,"chácara de da mota, 4
pompéia
37543-030 correia / pa"
Sr. Vitor Da Mata,062.317.498-78,60,1963-10-06,RIO GRANDE DO SUL,não informado
Sophie Pinto,023.874.619-40,29,1995-01-27,RONDÔNIA,"residencial noah mendes
vila atila de paiva
80740422 vieira das pedras / sc"
Sr. Kaique Peixoto,726.980.354-47,62,1962-03-20,SANTA CATARINA,"fazenda moraes, 80
vila vista alegre
10237716 rezende / es"
Luiz Henrique Mendes,248.671.095-76,90,1934-01-18,PARÁ,"travessa leandro da mata, 898
vila sesc
45312-734 pinto verde / ro"
Sr. Felipe Barros,569.174.380-57,48,1975-04-08,Desconhecido,"área raquel moura, 8
mangabeiras
98516774 freitas das pedras / to"
Ana Beatriz Pereira,798.130.564-01,54,1970-01-01,SANTA CATARINA,"condomínio de santos
jaraguá
26568-369 da paz / mg"
Sr. Rafael Silva,238.694.105-15,26,1997-04-26,MARANHÃO,"estação lara almeida, 67
sagrada família
07156-430 correia / pe"
Dra. Olivia Mendes,189.425.703-05,90,1933-10-10,SERGIPE,"residencial de mendes
jardim guanabara
59537-246 fernandes do galho / rr"
Eduardo Sales,052.439.678-74,39,1984-12-11,PERNAMBUCO,"aeroporto emanuel barros, 4
tres marias
65237-430 alves das flores / df"
André Rodrigues,375.146.289-91,73,1951-02-18,PIAUÍ,"trecho gomes, 3
barreiro
95102-156 fernandes do amparo / go"
Sophia Cavalcanti,092.836.475-56,91,1932-05-25,AMAZONAS,"alameda paulo da cruz, 70
vila madre gertrudes 3ª seção
39239-552 ribeiro / pr"
Carolina Sales,519.078.623-40,32,1992-02-06,BAHIA,"residencial pinto, 95
etelvina carneiro
81148942 rezende / df"
Lucas Monteiro,654.938.217-37,76,1947-06-29,MARANHÃO,"lagoa de silveira, 91
trevo
06218590 cavalcanti / pi"
João Felipe Dias,850.643.912-42,52,1972-04-03,SERGIPE,"condomínio moura, 504
santa helena
43343-451 moreira do norte / se"
Dr. Ian Fogaça,248.307.519-32,93,1931-01-25,TOCANTINS,"distrito de cavalcanti
vila barragem santa lúcia
47512-712 peixoto / rj"
Lorena Barros,785.063.942-10,83,1940-04-24,ALAGOAS,"favela letícia jesus, 34
novo ouro preto
49782-391 caldeira de minas / mg"
Sra. Ana Clara Teixeira,760.213.958-59,49,1974-11-23,RORAIMA,"feira de da conceição, 796
mangabeiras
18099340 farias / se"
Natália Monteiro,481.507.239-60,81,1942-10-22,RIO GRANDE DO SUL,"morro de ramos
conjunto taquaril
44747-230 da luz de da rocha / am"
Eduarda Duarte,893.752.061-30,20,2003-10-10,ACRE,"quadra lopes, 69
vila da paz
26521494 cardoso / ce"
Larissa Carvalho,632.785.914-37,91,1932-05-21,RORAIMA,"jardim de carvalho, 5
santo andré
16152-953 lopes das pedras / al"
Lara Moraes,549.683.127-09,18,2005-09-02,PARANÁ,"vereda araújo, 18
garças
60268-221 das neves do amparo / pi"
Sophie Da Rosa,254.937.810-50,97,1926-10-06,SÃO PAULO,"pátio fernandes, 59
vila ouro minas
16613784 correia / am"
Olivia Martins,391.758.460-39,82,1941-04-13,CEARÁ,"jardim vinicius caldeira, 28
jonas veiga
92977-860 fernandes / df"
Thomas Barros,105.832.679-12,72,1951-07-31,GOIÁS,"passarela de araújo, 123
andiroba
73587-974 peixoto / am"
Davi Luiz Azevedo,478.213.906-31,59,1964-11-30,SÃO PAULO,"rodovia eduarda ramos, 87
engenho nogueira
24750-721 da mota / pb"
Danilo Santos,297.468.531-55,97,1926-12-17,PARÁ,"viela ana júlia fernandes, 25
pirineus
80993-491 caldeira do oeste / ac"
Sr. Enzo Porto,496.105.872-67,98,1925-04-20,MATO GROSSO,"vereda cauê barbosa, 141
conjunto providencia
93386492 da rosa de minas / ma"
Bianca Alves,304.856.971-57,67,1956-11-22,SANTA CATARINA,"campo rodrigues, 351
brasil industrial
54149-753 barros de lopes / ms"
Alexia Das Neves,267.095.384-00,85,1938-04-16,RONDÔNIA,"residencial de sales, 5
vila cloris
86404551 novaes das flores / se"
Esther Campos,523.648.017-53,58,1965-07-25,SÃO PAULO,"área de castro, 108
nova vista
35970-851 da mota de da conceição / pi"
Ana Júlia Freitas,584.163.270-17,58,1965-06-28,GOIÁS,"estrada fernanda jesus, 2
santa margarida
84192258 ramos / ac"
Maria Vitória Da Mata,826.549.107-76,57,1967-01-02,PARÁ,"lagoa pietro da cruz, 524
vila santa monica 2ª seção
97865-496 carvalho / ro"
Ryan Da Mata,172.394.650-80,20,2003-06-17,ALAGOAS,"rodovia de porto, 90
marieta 2ª seção
21253207 cavalcanti da praia / go"
Emilly Ribeiro,584.039.721-05,22,2002-03-16,RIO GRANDE DO NORTE,"parque de gomes, 71
mala e cuia
39690-144 ribeiro / pa"
Bernardo Pinto,217.358.960-12,94,1929-10-07,PERNAMBUCO,"esplanada de moura, 30
vila petropolis
06003-306 silveira de minas / pa"
Nicole Peixoto,829.610.543-89,67,1956-12-02,MINAS GERAIS,"distrito moraes
indaiá
48826-926 fernandes / ms"
Isaac Da Conceição,867.904.512-85,75,1948-11-10,GOIÁS,"lago da luz, 59
suzana
31058-064 oliveira grande / am"
Davi Lucca Santos,571.896.432-73,62,1962-01-22,RIO DE JANEIRO,"favela beatriz da costa, 77
antonio ribeiro de abreu 1ª seção
84156036 pereira / rj"
Paulo Lopes,186.920.475-11,67,1956-05-05,MARANHÃO,"passarela davi lucca lopes, 37
ernesto nascimento
98206-073 viana das pedras / mg"
Sophie Vieira,938.740.256-83,36,1987-06-09,PIAUÍ,"vereda de da mota, 564
jaqueline
26975-832 da cunha verde / ma"
Rodrigo Da Cruz,648.157.092-11,51,1973-01-20,SÃO PAULO,"favela costa, 372
serra
52549990 da mota / go"
Sr. Samuel Barbosa,903.148.725-23,30,1993-12-08,AMAZONAS,"distrito jesus, 34
vila rica
50869292 sales / rs"
Dr. Cauê Ramos,109.742.536-34,70,1953-07-26,RONDÔNIA,"viela de castro, 27
álvaro camargos
66324-461 campos de da conceição / df"
Bruno Jesus,354.129.068-42,27,1997-03-19,ESPÍRITO SANTO,"campo moreira, 48
tirol
08973-162 moraes de almeida / rn"
Lívia Correia,843.267.059-65,52,1972-01-20,MATO GROSSO,"favela de da rocha, 6
carlos prates
05310779 moura / ms"
Enrico Da Rocha,241.085.396-05,26,1997-08-11,PERNAMBUCO,"condomínio maria julia cavalcanti
vila são dimas
11528497 moraes / pa"
Rafaela Aragão,269.480.317-22,73,1950-06-18,SÃO PAULO,"chácara maria fernanda castro
marajó
14151560 cardoso / pb"
Dr. Marcos Vinicius Farias,475.216.309-80,88,1936-01-19,PERNAMBUCO,"ladeira castro
jardim são josé
72626-905 da cruz alegre / ma"
Larissa Lopes,015.672.389-12,78,1946-03-27,PERNAMBUCO,"largo cavalcanti, 96
floramar
83933940 pires / sc"
Isadora Carvalho,917.830.264-13,99,1924-09-06,SÃO PAULO,"pátio de da paz, 57
são joão
47963078 da rosa / sc"
Sr. Vitor Da Rocha,234.809.516-51,77,1946-05-21,RIO DE JANEIRO,"recanto de novaes, 32
serra do curral
05842-432 barros / to"
Isadora Pereira,501.489.326-06,92,1932-01-08,MATO GROSSO,"jardim stella da costa, 91
pompéia
17635-424 rocha verde / ba"
Dr. Bernardo Da Cunha,147.253.908-79,50,1973-10-24,PARAÍBA,"residencial marina azevedo, 89
lagoinha leblon
75184-425 moraes de goiás / mt"
Gabrielly Mendes,954.823.710-50,46,1977-04-13,RORAIMA,"praça joão rezende, 30
céu azul
16339-527 vieira / rj"
Sr. Bruno Da Mata,473.961.502-99,94,1930-03-18,GOIÁS,"chácara alice ferreira, 678
vila calafate
86268453 teixeira de da conceição / to"
Breno Rocha,237.651.094-52,59,1964-05-01,SERGIPE,"estação de rodrigues
tres marias
70341-376 martins das pedras / pa"
Luigi Ferreira,148.627.593-19,69,1954-08-11,MATO GROSSO,"trevo vieira
nossa senhora aparecida
77209-204 silveira / ap"
Davi Lucca Da Cruz,862.147.309-78,71,1952-08-19,ALAGOAS,"sítio de novaes, 75
vila são dimas
20206-108 sales grande / al"
Henrique Almeida,824.936.710-31,59,1964-10-26,CEARÁ,"área da costa, 29
dona clara
76291-483 peixoto / ms"
Dr. Vitor Hugo Caldeira,943.521.086-42,36,1988-01-29,GOIÁS,"feira da costa, 17
vila dos anjos
20897515 oliveira da serra / se"
Alexia Souza,348.750.169-48,70,1953-09-20,PIAUÍ,"lagoa alves, 97
buritis
77554-758 dias / mt"
Luiza Azevedo,683.725.094-92,73,1950-10-15,RONDÔNIA,"recanto elisa da mota, 8
alípio de melo
27537027 da rocha / al"
Dr. Kaique Da Mota,143.052.798-60,91,1932-10-03,MINAS GERAIS,"setor vinicius moraes, 475
nossa senhora aparecida
22195398 nascimento / to"
Laura Lima,051.892.473-41,82,1941-07-19,BAHIA,"área oliveira, 91
são paulo
64776374 nunes / sp"
Raul Rodrigues,039.428.156-05,55,1969-03-10,BAHIA,"aeroporto da rocha, 499
estrela
98010-973 lopes do campo / ba"
Joaquim Melo,305.162.978-21,91,1932-11-23,PERNAMBUCO,"ladeira ribeiro, 6
vila santo antônio
39990-961 peixoto / pe"
Benjamin Cardoso,054.738.621-44,80,1943-09-08,MARANHÃO,"trevo da cunha, 2
são bento
96921591 correia / al"
João Miguel Lopes,741.632.085-26,33,1990-05-07,ALAGOAS,"via de nunes, 63
olaria
31900805 alves / es"
Letícia Da Mota,587.163.902-02,24,2000-02-26,SERGIPE,"travessa de lopes, 205
mariano de abreu
95876862 moreira / ce"
Levi Da Rocha,840.965.372-92,40,1983-10-09,RIO GRANDE DO NORTE,"via brenda cunha, 49
vila da ária
86881385 pereira das flores / ac"
Lorena Caldeira,625.938.410-60,53,1971-02-02,MATO GROSSO,"praça ana luiza fernandes, 5
conjunto jatoba
06539-736 peixoto / ba"
Cauê Nogueira,473.829.561-64,96,1927-08-30,PARAÍBA,"recanto melo
conjunto providencia
67379023 sales grande / es"
Sra. Yasmin Ferreira,805.297.631-68,85,1938-08-29,RIO DE JANEIRO,"lago de da cunha, 6
custodinha
00656680 alves / rn"
Nicole Almeida,529.718.403-79,90,1934-03-05,BAHIA,"chácara joão gabriel nogueira
goiania
01170-828 farias da prata / mg"
Fernando Pereira,560.237.918-59,47,1977-03-11,MATO GROSSO,"trecho de rodrigues, 659
alto das antenas
14069474 rocha do sul / pr"
Breno Pereira,916.278.345-91,28,1995-08-09,SERGIPE,"residencial gabriela azevedo, 35
vila rica
93794-457 barros do sul / pi"
Clara Dias,190.853.247-50,38,1985-11-16,MATO GROSSO,"conjunto da conceição, 39
outro
24816322 cardoso do norte / df"
Dra. Milena Vieira,237.186.094-87,69,1954-09-16,PARÁ,"campo camila das neves, 14
granja de freitas
50083-987 farias / mg"
Vitor Gabriel Porto,394.076.152-43,86,1937-06-14,ALAGOAS,"residencial luiza correia, 598
savassi
71706-964 da costa / es"
Sr. Erick Da Rosa,971.680.543-84,25,1998-12-14,MINAS GERAIS,"núcleo de caldeira
vila são joão batista
94501805 da cruz de duarte / al"
Marcos Vinicius Da Cunha,709.168.342-04,32,1991-07-25,RIO GRANDE DO NORTE,"lagoa de rodrigues, 23
vila nova
35353077 martins verde / rn"
Sra. Nina Pires,651.847.023-26,44,1979-09-23,SÃO PAULO,"viela eloah cunha, 42
vila suzana primeira seção
51015-275 da mota / rs"
Felipe Ribeiro,259.386.014-60,77,1946-10-24,MATO GROSSO,"núcleo maria julia cunha, 21
vila santa rosa
63315732 castro de minas / pe"
Maria Julia Porto,864.015.273-07,35,1989-01-18,ALAGOAS,"alameda nascimento
vila suzana primeira seção
96587270 da luz / go"
Pedro Cardoso,125.370.849-50,35,1988-05-28,PARAÍBA,"travessa de da rosa, 86
itaipu
42656-531 santos de fogaça / pa"
Rebeca Da Paz,047.196.853-66,57,1966-04-11,PARANÁ,"sítio de costa, 5
pantanal
19576291 costa / to"
Enrico Gonçalves,637.954.128-46,84,1940-01-24,SÃO PAULO,"campo bernardo barros
conjunto são francisco de assis
33001-880 ramos / mg"
Murilo Campos,031.429.876-22,97,1926-09-20,ACRE,"recanto silva
joão paulo ii
63796-922 da cunha / sp"
Olivia Porto,608.592.743-65,38,1985-12-23,RIO GRANDE DO SUL,"conjunto almeida, 3
bela vitoria
21477072 martins do oeste / ac"
Mirella Da Conceição,854.702.193-05,39,1984-11-21,SANTA CATARINA,"pátio joão lucas cardoso, 77
maria tereza
79930-769 martins / am"
Stephany Cardoso,453.287.196-46,89,1934-06-09,BAHIA,"praia luiz gustavo da luz, 83
são joão batista
28346057 ribeiro paulista / ro"
Sr. Enrico Melo,829.635.104-89,99,1924-09-05,PIAUÍ,"esplanada farias, 252
caetano furquim
48121749 barros da mata / go"
Dr. Gabriel Souza,432.516.079-52,23,2000-06-21,PERNAMBUCO,"rodovia de costela, 116
são geraldo
32543-886 vieira dos dourados / ce"
Davi Jesus,914.326.570-70,51,1972-11-27,BAHIA,"quadra vieira, 230
cdi jatoba
20549693 cavalcanti de da costa / ro"
Guilherme Freitas,517.032.496-07,43,1980-07-12,SANTA CATARINA,"trecho de caldeira, 369
santa sofia
92148278 pereira / se"
Theo Costa,705.914.826-49,81,1942-07-20,RONDÔNIA,"largo joão santos, 10
vila batik
12375502 gonçalves / rn"
Dr. Gustavo Henrique Das Neves,430.965.178-00,98,1925-11-26,MATO GROSSO DO SUL,"setor juliana fogaça, 605
piraja
18088-133 barbosa de minas / ma"
Maria Luiza Gomes,821.346.507-53,79,1944-11-02,SERGIPE,"área ana vitória martins, 56
xodo-marize
75746599 campos / ba"
Davi Lucas Peixoto,610.347.258-07,36,1987-04-07,ACRE,"área thomas moraes, 58
canaa
13457754 fogaça / rj"
Bruna Almeida,610.958.743-57,72,1952-03-26,RIO GRANDE DO NORTE,"chácara mendes, 64
varzea da palma
34300875 pereira de aragão / pr"
Juliana Ramos,846.532.901-05,20,2003-07-11,DISTRITO FEDERAL,"vale de duarte, 5
horto florestal
61116-966 costela da prata / am"
Sarah Nascimento,560.143.972-99,77,1946-06-30,ACRE,"alameda das neves, 1
planalto
82186-975 gonçalves de minas / mt"
Brenda Da Luz,037.641.982-22,74,1950-03-11,MATO GROSSO DO SUL,"viela danilo farias, 54
lagoa
03246-491 gomes / pe"
Heloísa Da Costa,648.975.132-19,80,1943-08-12,MATO GROSSO DO SUL,"favela correia, 6
vila dos anjos
59071766 da luz das flores / se"
Emanuella Araújo,758.319.462-82,64,1960-02-21,PIAUÍ,"rodovia maria julia peixoto
jardim guanabara
02953-469 almeida / ac"
Vitor Viana,036.791.524-34,65,1958-04-13,TOCANTINS,"trecho de oliveira, 41
urca
99982495 monteiro do norte / ac"
Yago Lopes,720.351.896-59,75,1948-05-05,PARANÁ,"lagoa danilo fogaça, 756
nova gameleira
87198340 peixoto do oeste / ro"
Lívia Souza,308.769.421-50,35,1988-09-11,TOCANTINS,"colônia de correia, 93
laranjeiras
00380618 cunha / ce"
Gabriela Cavalcanti,359.710.248-41,56,1967-04-05,MATO GROSSO DO SUL,"setor oliveira, 4
são josé
88628-790 moraes do sul / ma"
Enzo Nogueira,309.527.864-00,82,1942-01-30,PIAUÍ,"morro de ferreira
vila são joão batista
46105897 moreira verde / mg"
Dr. Ian Barbosa,412.836.097-03,90,1933-04-10,PIAUÍ,"alameda eduardo barros, 60
gameleira
29659334 peixoto / pi"
Gabriela Rocha,348.067.512-35,34,1989-11-17,RIO GRANDE DO NORTE,"área joaquim nogueira, 98
pedreira padro lopes
80157-244 carvalho / ma"
Maria Julia Martins,576.129.803-12,81,1942-11-12,MINAS GERAIS,"loteamento de nunes, 83
jatobá
30147296 costa de viana / pb"
Dra. Marina Santos,950.827.316-02,57,1966-04-11,RIO GRANDE DO SUL,"viela alana souza, 456
união
33893264 almeida / df"
Heloísa Teixeira,635.018.274-07,87,1936-05-23,GOIÁS,"viela de da cruz, 61
bonsucesso
08463-362 castro / pa"
Paulo Farias,593.618.240-15,72,1951-11-18,SÃO PAULO,"esplanada thomas pires, 33
providencia
74600883 azevedo do sul / ap"
Gabrielly Cardoso,127.539.460-43,95,1928-07-26,ACRE,"estrada da cruz
aparecida
12482-253 alves / ap"
Davi Aragão,598.126.074-20,35,1988-09-24,PARANÁ,"residencial de cardoso, 66
vila santo antônio
46634145 da cruz paulista / se"
Yago Peixoto,380.294.156-05,95,1929-02-12,PARAÍBA,"condomínio de nunes, 436
vila betânia
68017-566 azevedo do campo / pi"
Erick Da Conceição,983.705.642-83,60,1963-08-25,MINAS GERAIS,"morro nunes, 657
ipe
17146-952 campos / ce"
Isis Araújo,216.940.837-13,69,1954-06-08,AMAPÁ,"praia de campos, 82
vila oeste
65663001 aragão / sp"
Dr. Nicolas Rezende,460.951.872-49,41,1982-07-01,PARAÍBA,"esplanada marcela castro, 36
flavio de oliveira
21776950 ribeiro de da mata / pa"
Sr. Samuel Nascimento,914.356.082-24,65,1958-12-09,SERGIPE,"setor luana ramos
nova pampulha
49464321 melo da prata / ac"
Sra. Maria Fernanda Barbosa,718.340.692-03,89,1934-11-02,PARÁ,"esplanada pedro nascimento, 71
vila são paulo
82047968 silveira / go"
Luiz Felipe Farias,069.853.472-74,80,1943-04-26,PARÁ,"favela kaique fogaça, 19
castelo
89539-314 farias de goiás / al"
Sr. Calebe Silva,402.895.671-49,61,1962-05-24,GOIÁS,"rodovia de castro
santa branca
68988668 carvalho do norte / es"
Emanuella Gonçalves,107.258.963-02,69,1954-07-17,GOIÁS,não informado
Augusto Oliveira,246.503.781-17,32,1992-02-27,GOIÁS,"colônia costa, 81
vera cruz
52635474 das neves / ro"
Pedro Azevedo,953.478.062-65,68,1956-03-02,MARANHÃO,"vale vieira, 49
comiteco
80646514 moraes da prata / rs"
Sra. Maria Luiza Fogaça,650.138.924-06,67,1956-12-12,AMAPÁ,"recanto de moreira, 426
santo agostinho
33803068 lima do oeste / mt"
Eduarda Oliveira,365.297.480-83,58,1965-09-27,SERGIPE,"sítio clarice sales, 99
silveira
99374-144 da mota do norte / pb"
Paulo Ramos,490.257.316-43,21,2002-11-13,MATO GROSSO,"sítio azevedo
vila mantiqueira
13648723 novaes de da mota / df"
Beatriz Pires,275.691.803-21,34,1990-03-11,MINAS GERAIS,"recanto de castro
centro
11181216 nogueira / ma"
Fernando Azevedo,790.612.435-99,28,1995-05-19,DISTRITO FEDERAL,"estação rafael nunes, 90
jardim são josé
13086960 mendes / ro"
Eloah Silva,037.562.194-61,89,1935-03-30,PERNAMBUCO,"viela da rocha, 160
barão homem de melo 2ª seção
03877874 santos / ba"
Caio Araújo,407.953.128-14,34,1989-12-18,AMAZONAS,"morro ribeiro, 11
casa branca
18090-665 costela de duarte / go"
Sra. Valentina Sales,269.401.378-31,84,1939-08-08,PARANÁ,"sítio ramos, 73
cachoeirinha
27212763 jesus / mg"
Melissa Cunha,719.234.568-73,25,1999-02-17,PERNAMBUCO,"ladeira luiza pinto, 9
conjunto minas caixa
29866-751 aragão / mt"
Laís Da Paz,139.650.248-33,97,1927-01-09,BAHIA,"lagoa cavalcanti, 12
vila ecológica
95149381 da rocha da serra / sp"
Heitor Silveira,183.062.459-89,89,1935-02-19,ACRE,"avenida azevedo
santa maria
65167615 souza de aragão / ma"
Fernanda Moraes,064.153.782-44,45,1979-03-18,RORAIMA,"avenida rocha, 13
alta tensão 2ª seção
99471-813 silva de lopes / pi"
Alana Souza,801.249.653-42,50,1973-12-06,PIAUÍ,"praia moreira, 1
cardoso
95586377 rezende / se"
Srta. Caroline Da Rosa,192.846.350-98,51,1972-05-26,CEARÁ,"passarela rocha, 96
buraco quente
12527333 pinto do galho / sp"
Stephany Vieira,682.430.791-22,46,1977-05-22,TOCANTINS,"travessa guilherme carvalho, 7
jonas veiga
17310105 moraes da mata / ms"
Enzo Barros,794.105.632-16,67,1957-01-13,MINAS GERAIS,"estação fernandes, 85
nova floresta
99679-423 melo verde / go"
Caroline Peixoto,036.519.782-30,66,1957-11-02,SERGIPE,"loteamento thales pires, 51
vila união
19864-623 jesus / rr"
Maria Vitória Novaes,804.951.672-58,39,1984-08-08,RORAIMA,"via vieira, 26
ouro preto
40712368 oliveira de gonçalves / go"
Bruna Moura,240.561.398-06,94,1930-02-13,RIO GRANDE DO SUL,"quadra amanda martins, 4
universo
19144-449 novaes / mg"
Maitê Peixoto,501.274.968-58,61,1962-04-07,RIO GRANDE DO NORTE,"distrito caldeira, 95
serra
65997-329 ribeiro da serra / pi"
Dr. Anthony Barbosa,749.318.650-20,20,2004-03-18,MINAS GERAIS,"distrito de fogaça, 13
pompéia
53877441 vieira / ap"
Alexandre Jesus,269.471.530-34,69,1955-03-01,PIAUÍ,"aeroporto de fogaça, 74
vila santa monica 2ª seção
60502356 fogaça / ba"
Marcos Vinicius Campos,421.936.780-22,45,1978-11-19,DISTRITO FEDERAL,"trecho de barbosa, 7
são josé
35218-132 da cunha / rj"
João Miguel Moura,371.528.490-05,129,1894-07-21,RORAIMA,"praça de costela, 38
renascença
34606-474 da mota / ms"
Ana Júlia Cardoso,096.825.473-00,106,1917-10-02,BAHIA,"praia da mata, 88
vila piratininga venda nova
49395-768 barbosa / rj"
Stella Rodrigues,870.629.354-92,126,1897-10-11,TOCANTINS,"loteamento maria alice costela, 63
santa maria
89945979 lopes / es"
Rebeca Da Rosa,640.731.289-22,11,2013-01-01,SERGIPE,"trecho da mata
barroca
57152686 da mata do oeste / sc"
Henrique Monteiro,378.529.164-73,6,2018-03-09,ESPÍRITO SANTO,"largo theo silva, 91
nossa senhora da conceição
58201009 santos do amparo / sp"
Ana Beatriz Teixeira,243.675.018-17,108,1916-03-14,PIAUÍ,"viaduto ferreira, 22
goiania
03047145 teixeira do galho / pe"
Luigi Da Rosa,316.092.874-87,5,2018-08-23,RIO GRANDE DO NORTE,"pátio de rocha, 4
cinquentenário
90133939 ribeiro / mg"
Melissa Dias,170.842.953-05,10,2014-02-21,SÃO PAULO,"quadra isabel castro, 40
biquinhas
73474-780 porto / pi"
Beatriz Nunes,483.651.072-44,129,1894-05-24,RIO GRANDE DO SUL,"praça das neves, 274
são jorge 3ª seção
04812917 moraes / sc"
Raquel Campos,213.869.074-13,124,1899-08-19,SERGIPE,"estação ana lívia farias, 3
vila santa rosa
29209623 da cunha do sul / go"
Alícia Nascimento,578.310.692-59,111,1913-03-27,RONDÔNIA,"aeroporto alícia vieira, 84
comiteco
22332319 costela / to"
Maria Julia Vieira,495.821.760-67,119,1905-03-20,MATO GROSSO,"vale oliveira, 15
gameleira
25736494 martins / pr"
Igor Ramos,695.108.723-77,6,2017-06-29,PERNAMBUCO,"lago de caldeira, 4
beija flor
80339055 gonçalves de da mata / ac"
Alice Cardoso,123.467.985-09,4,2019-10-14,BAHIA,"viaduto araújo, 76
são bento
81023-402 das neves de castro / pr"
Julia Das Neves,201.495.378-32,122,1901-06-30,PERNAMBUCO,"praça maria sophia da cunha, 71
vila batik
49888-794 porto paulista / pi"
Kamilly Rezende,470.598.623-74,140,1883-06-04,MINAS GERAIS,"setor de pires, 39
conjunto jatoba
35413804 silveira / ro"
Breno Freitas,205.941.738-41,16,2008-03-03,AMAZONAS,"loteamento de ferreira, 24
nova suíça
04025468 teixeira / pa"
Ana Lívia Da Paz,347.890.162-69,17,2006-09-01,DISTRITO FEDERAL,"ladeira gomes, 10
califórnia
16710644 silva da praia / rj"
Sr. Daniel Cavalcanti,609.138.254-33,6,2018-01-09,MARANHÃO,"núcleo de da paz, 894
sion
45639-116 da cruz de pereira / go"
Sr. Pedro Cavalcanti,863.591.470-84,1,2022-12-20,MATO GROSSO,"recanto de melo
nossa senhora do rosário
07870886 monteiro / ba"
João Melo,053.946.781-20,5225,,ALAGOAS,"via de santos, 172
jardinópolis
11026-705 cardoso / al"
Eloah Viana,694.108.237-22,8890,,PARAÍBA,"chácara isabella melo, 9
engenho nogueira
48263-090 cardoso / pb"
Catarina Vieira,631.847.925-28,6850,,AMAPÁ,"lagoa moraes, 1
fazendinha
30786-621 nunes / go"
Dra. Emanuelly Da Luz,549.076.831-20,-398,,AMAPÁ,"trevo peixoto, 13
jardim alvorada
88114547 moura do norte / rs"
Júlia Araújo,324.091.587-14,4068,,PARÁ,"passarela de alves, 45
conjunto celso machado
63777708 das neves / al"
Enrico Aragão,496.017.253-34,2841,,PERNAMBUCO,"trevo de porto
jardim leblon
25265042 costela / am"
Sr. Bruno Pires,428.176.095-49,-283,,PERNAMBUCO,"quadra pinto, 896
nova gameleira
15951-609 da mata verde / am"
Daniela Freitas,786.951.432-28,-620,,RONDÔNIA,"aeroporto de pires, 59
nossa senhora da conceição
58048-330 nascimento / ce"
Samuel Caldeira,801.726.935-86,3324,,RIO GRANDE DO SUL,"campo monteiro
cabana do pai tomás
43706555 correia de da mata / ap"
Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,930.674.852-38,38,1985-10-14,ALAGOAS,"colônia da rocha, 31
jardim américa
88480-773 barros de goiás / rn"
Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,146.597.038-00,93,1930-08-27,MATO GROSSO DO SUL,"estrada nogueira, 21
atila de paiva
84689-543 nogueira / pb"
Renan Da Luz,294.105.738-23,74,1949-07-29,SÃO PAULO,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / pr"
Caroline Costa,401.325.978-88,21,2003-02-20,PERNAMBUCO,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / rs"
Giovanna Farias,241.763.805-35,40,1983-08-14,RIO GRANDE DO SUL,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / rj"
Maitê Araújo,496.283.175-55,52,1971-07-10,PIAUÍ,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / rs"
Lavínia Da Mota,039.485.716-00,21,2003-01-31,RORAIMA,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / es"
Igor Cardoso,345.061.892-05,49,1975-01-25,PARAÍBA,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / am"
Maria Julia Campos,018.639.472-13,98,1925-08-08,TOCANTINS,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / mg"
Marcos Vinicius Das Neves,617.948.250-02,86,1938-03-23,SÃO PAULO,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / ro"
